data_instance	premise	ask-for	hypothesis1	hypothesis2	true_label	predicted_label
dev-1536	People can read a total of my travel experience.	cause	I wrote a book of tourism.	Lucy has more ideas than Tom.	0	0
dev-1537	George is cleaning his room.	effect	He found many snakes hiding there.	He sneezes from time to time.	1	1
dev-1538	The results showed that the wallaby were the right animal.	cause	Tom searched the Internet for unique little megapods.	Tom searched the Internet for flying animals.	0	1
dev-1539	The doctor extracted some from nerve fibers in follicle walls surrounding oocytes.	cause	The treatment needs Serotonin.	The experimenter wants to extract some barium.	0	0
dev-1540	Tom's family grows buckeyes and chestnut trees.	effect	They have a lot in common.	It uses wood as its raw material.	0	0
dev-1541	He cut down the trunk.	cause	Jack cut off the roots of the plant.	The worker has found a rowan.	1	0
dev-1542	The curtain factory ran out of materials.	effect	These products didn't function as they used to do.	It couldn't produce any curtain.	1	1
dev-1543	He began to examine east asian success.	cause	Tom's colleagues and boss treat him nicely and respect him as himself in the new company.	Tom joined in the team of the Economists.	1	1
dev-1544	The farmed stayed and waited for spring.	cause	Spiny coats can hurt fingers.	A heavy rain can revive the farm.	1	1
dev-1545	Jack ate comfrey by mistake.	effect	Then he had rashes on his skin.	He was poisoned.	1	0
dev-1546	He found that it had a haploid nuclei.	cause	He studied the origin of equations.	The teacher observed the mycelium under the microscope.	1	1
dev-1547	My mom had a headache.	effect	She has to absorb water every once in a while.	I treated her with aromatherapy.	1	1
dev-1548	His mother bought an electric mixer.	cause	Tom wants to made some cider.	Tom likes to drink smoothies.	1	1
dev-1549	Jack wants to eat risotto.	effect	He went to buy rice and meat.	He went to buy some fruit.	0	1
dev-1550	He added stipes later.	cause	Tom wrote a study on epiphytes.	Tom drew a blank American flag.	1	0
dev-1551	It made a difference in its life.	cause	My company always meets the commitments made to customers.	The microbe has a spore-containing structure called capsule.	1	1
dev-1552	The doctor said his lungs were not healthy.	cause	Tom often smokes.	Tom smokes all the year.	0	1
dev-1553	They vary in size.	cause	The Myofibrils have different numbers of myofilaments.	Farmers plant a great number of heveas every year.	0	1
dev-1554	It is a leech.	cause	An eight-inch-long creature is attaching to Tom's leg and sucking blood.	An 18-inch-long creature is attaching to Tom's leg and sucking blood.	0	0
dev-1555	I advised my son to be an internist.	cause	My father is an evolutionist.	I think specialists in internal medicine are helpful.	1	1
dev-1556	An animal ate a yew leaf.	effect	The animal was poisoned.	He has a stomachache.	0	0
dev-1557	The doctor said that deleterious but variable consequence is fibrosis.	cause	Mary's doctor told her that she needed flavonoids to treat her illness.	She suffers from chronic inflammation.	1	1
dev-1558	They need to build a furnace.	effect	But paramecium is an exception.	They brought a boiler firstly.	1	1
dev-1559	The patient improved with tears.	cause	The doctor told the patient that crying was not a bad thing.	Tom suffered from the lung cancer.	0	0
dev-1560	He looked for manuals of the phone.	cause	Tom wanted to know how to use the smartphone.	Tom wanted to know how to sell the smartphone.	0	0
dev-1561	This student suffers from nearsightedness.	effect	He has difficulty in seeing distant objects clearly.	Soon his vision began to suffer.	0	0
dev-1562	This crop field is always very cold due to frost.	effect	The owner of this field build green houses.	The owner of this field build an animal farm.	0	0
dev-1563	A glaucoma patient asked the doctor about the cause.	effect	The doctor performed a heart operation on the patient.	The doctor said it was because the drainage outlet was blocked and the internal pressure increased.	1	1
dev-1564	Flying insects affect people's rest at night in summer.	effect	People are praying for more corns this year.	People are praying for more bats this year.	1	1
dev-1565	Tom has been practicing table tennis since he was a boy.	effect	Tom's body is getting stronger and stronger.	Later, he became an Olympic champion of table tennis.	1	1
dev-1566	The boss tried to calculate the cost of the company this month.	effect	The accountant told the boss that don't forget to take the benefits into account.	The boss suspected that someone had misappropriated company funds.	0	0
dev-1567	The results of the study showed that it was the interstitial cells.	cause	DAG failed in the R-cells.	Scientists are studying between which cells the sperm is produced.	1	1
dev-1568	He opened the refrigerator door.	cause	The rich boy wanted to see the sample.	Jack want to eat ham.	1	1
dev-1569	Scientists detect the acidity and alkalinity of volcanism.	effect	Scientists invented echolocation system.	Scientists have detected different pH values from 0 to 12.	1	1
dev-1570	Tourist hiked for 3 hours.	effect	All of them sweated a lot.	They made observations on the mountain during the day.	0	1
dev-1571	Mitochondria in the cell were divided into two.	effect	They developed in this way.	It began to construct earthen cells.	0	0
dev-1572	The sheep was killed by the lions.	cause	The sheep must be a prey in those lions.	The shepherd's sheep ran into the orchard by mistake.	0	0
dev-1573	The apple is rotten.	cause	Tm has found a chinchilla in the mountain.	He threw a whole apple into the warm and humid garbage dump.	1	1
dev-1574	"The cops replied, ""Small children.'."	cause	No creatures could infected by the flytraps.	He asked the cops what they had seen.	1	1
dev-1575	The school assumes the responsibility of taking care of the safety of students on campus.	effect	The school encourages students to bring knives to campus.	Teachers forbid the students to run around in the campus.	1	1
dev-1576	This material is easy to bent.	cause	The producer needs a special kind of material to make the kettle.	This material has excellent flexibility.	1	1
dev-1577	She becomes a vegetarian.	cause	The lady wants to live a longer and healthier life.	She is a brave woman.	0	0
dev-1578	These children's lives are full of happiness.	cause	The teacher provided them with a variety of pedons.	The government and families strive to guarantee the underlying values of children.	1	1
dev-1579	He has to complete an optical design.	effect	He uses mechanical instruments.	He uses optical instruments.	1	1
dev-1580	His mom bought him a cup pf yougurt.	cause	Jack had stomach cramps.	The child's intestinal gurgling needed some help.	1	0
dev-1581	Heis skin got a rash.	cause	He was exposed to some nickel.	Tom gets a fever.	0	0
dev-1582	They stand still.	cause	Scientists put beryllium and iron together.	This tunner has time limitation.	0	0
dev-1583	But we handled them sucessfully and made historical decelopment.	cause	There were no problems in China's economy during 1970s.	China's economy were faced with many problems during 1970s.	1	0
dev-1584	Cactus stems can prick our fingers.	cause	Areoles on stems can protect our skin.	Areoles on stems can prick our skin.	1	1
dev-1585	The vet provided my dog with Adjuvants.	effect	The veterinarian diagnosed that his dog had a gastrointestinal disease.	The stimulation of the appropriate protective immune response was boosted.	1	1
dev-1586	Mr Li wanted to illustrate Enantiomers with examples.	effect	He read about some examples.	He enumerated a pair of chemical substances.	1	1
dev-1587	Tom ate Prednisone.	effect	He then got dehydrated.	He has a stomachache.	1	0
dev-1588	There was pregnancy on this woman.	effect	Tests revealed that her placenta strongly stimulated progesterone.	A small baby was born in her family.	0	0
dev-1589	All cells in the cell culture medium die.	cause	The circuit is closed.	The scientist injected the cytotoxin into the cell culture medium.	1	1
dev-1590	He would lead the chorus at every church service.	cause	He is the cardinal of this church.	The priest called all the Christians together.	0	1
dev-1591	Lina inflates the balloon.	effect	The ballon flies away.	The ballon is heavier.	1	1
dev-1592	There is grass on alpine steppes.	effect	Yaks were fed on alpine steppes.	Chameleons can survive this long.	0	0
dev-1593	The nurse loves taking care of patients.	effect	She often saw their weakness.	He is fond with food.	0	1
dev-1594	Zoologists found a hyena.	effect	After a while there were a lot of hyenas.	He tested its reflectivity for know its power.	0	0
dev-1595	Tom spun the manure at high speeds with centrifuges.	effect	A kind of Emulsion was produced.	The effect of gravity was increased.	1	1
dev-1596	Biologists lower the firing threshold of limbic neuron circuits.	effect	They found a lot of radium.	Biologists have discovered that dissociation has occurred.	1	1
dev-1597	John raised some chinchillas.	effect	He classified them into five groups.	He kept the chinchillas locked up at night.	1	1
dev-1598	Mary prepared dinners for those boatmen.	effect	She cooked some vegetables.	They enjoyed the delicious food very much.	0	0
dev-1599	The kid swallowed a piece of silver by accident.	effect	He wasn't poisoned.	He got toxic.	1	0
dev-1600	It has long-term and heavy rainfalls very often in summer.	effect	Higher precipitation was recorded this year.	This province have frequent flood each summer.	1	0
dev-1601	He was amazed at the age and history of these stones.	cause	John discovered some chondrites.	Archaeologists repair the ancient writing on the rocks.	0	0
dev-1602	He found meiosis.	cause	His little finger was exsected.	He was watching the eukaryotes that were reproducing.	1	1
dev-1603	Stemosis intensified during flexion after that.	cause	Logan's ligamentum flavum was stretched broken during flexion.	The Great Depression was a great economic collapse and chaos in America.	0	0
dev-1604	Jack is good at applying extrapolation in the field of stock and finance.	effect	Jack feels better.	By analyzing the economic curve before the stock market disaster in the past, he successfully predicted the financial crisis in 2008.	1	1
dev-1605	The company took use of the way of telecommuting.	effect	Lucy doesn't need to go to the company any more.	Its usability was reduced.	0	0
dev-1606	Tom wanted to know what is the turbulent flow of air through the glottis.	effect	He measured with the unit of megahertz.	Finally he looked it up and he knew it was because of aspiration.	1	1
dev-1607	Tom was guided to draw the dominant creature of agriculture in geography class.	effect	Tom drew some cattle.	After consulting the data, he took burrow as an example.	0	0
dev-1608	His instructor tells him to find the arrows followed and he will see the explanations.	cause	Mario clearly understands the definitions.	Mario can't understand some academic definitions in the online document.	1	0
dev-1609	My aunt found harmful levels of common bacteria in food.	effect	Other enzymes in her body were activated.	She used Pasteurization to kill them.	1	1
dev-1610	He went to wrestling.	effect	He was injured.	He soon suffered from depression.	0	0
dev-1611	The most hazardous chemicals in barns should be kept away from childs.	effect	Childs are not allowed to use bags in the barns.	Childs are not allowed to touch disinfectants.	1	1
dev-1612	He identified the location of hydroxyl.	cause	Tom noticed the brightest radiation of all the thermostats.	Tom noticed the bleakest  radiation of all the thermostats.	0	0
dev-1613	He observed the early process of food decomposition.	effect	He saw rapid leaching of carbohydrates.	He became experienced.	0	0
dev-1614	The doctor said he had spondylolisthesis.	effect	The doctor insert a pacemaker for him.	The test results showed that his upper vertebra is detached from the lower vertebra.	1	0
dev-1615	The body needs six key nutrients to thrive.	effect	It can live well.	Nutritionists suggest balanced food mix.	1	1
dev-1616	There is no paper in the printer.	effect	The printer can not work normally.	The printer can work.	0	0
dev-1617	The United States uses anthrax as its main weapon.	cause	The United States launched a biological war against Japan.	There are many outlaws in the Middle East.	0	0
dev-1618	Lucy believed that dinosaurs didn't possess teeth.	effect	Her happiness disappeared.	Her belief was wrong.	1	1
dev-1619	This land was invaded.	cause	Weeds swallowed this land.	The monster learned to cut its claws.	0	0
dev-1620	The bulbils have bloomed.	cause	The bulbils he raised have been growing for two years.	I planted bulbils to see their germination.	0	0
dev-1621	There has been no rain in the countryside for a month.	effect	There was no phosphate precipitation of iron.	The farmer used a hose to draw water out of the well to water the crops.	1	0
dev-1622	Deltas are rich in natural fertilizer.	effect	The researchers found ore.	Agriculture develops well in deltas.	1	1
dev-1623	He vomited and took in some toxins.	cause	Tom has picked up a meadowlark.	The woman had to feed her son with berries.	1	0
dev-1624	The scientist studies water.	effect	Some people learned how to make beers with top fermenting yeasts from him.	He is a hydrologist.	1	1
dev-1625	He put into some tomatoes.	cause	Tom wants to color his soup.	Tom has grown some seeds in his garden.	0	1
dev-1626	Jessy tried to use words to modify a noun and a verb.	effect	She selected an adjective for noun and an adverb for verb.	She selected an adjective for verb and an adverb for noun.	0	0
dev-1627	She feels coolness in summer and warmth in winter.	cause	Amy lives by the side of Neoprene.	Amy lives by the side of Iceland.	0	0
dev-1628	He quickly accepted the culture of eating sashimi.	cause	He has good cultural adaptability.	He went to a cllege.	0	0
dev-1629	Lucy's father was dignosed with the atherosclerosis many years ago.	effect	It is very dangerous for her to have children at this age.	Lucy was diagnosed with atherosclerosis.	1	1
dev-1630	Tom keeps the laborator at room temperature.	cause	Hydrogen perxoide tends to be unstable here.	When the woman was newly pragnant, she suffered from the rubella virus.	0	1
dev-1631	This farmer wants to build a fish pond.	effect	He cuts off some grass.	The farmer found a suitable area.	1	1
dev-1632	It is based on the principle of movement of air.	cause	The experiment is to realize imitation of Thunder.	Propanol is a simple example of isomer.	0	0
dev-1633	A state of false pregnancy was established in her body.	cause	The progestin implanted in Lucy's body lost efficacy.	The progestin implanted in Lucy's body worked.	1	0
dev-1634	We honored a kind of peaceful reconciliation of human difference.	effect	War ceased to bring us gunshots.	We hold the belief of pacifism.	1	1
dev-1635	His body has a poor untake of amino acids.	effect	The doctor recommended that he take a supplement of arginine to help depolarization of gut cells to improve.	The nutritionist advised him to eat more legumes.	0	1
dev-1636	I cooked Fucus vesiculosus for my father.	effect	His thyroid function was promoted for more intake of iodine.	He wasn't poisoned.	0	1
dev-1637	Lucy's dog has suffered the brucellosis.	effect	It cannot be a mother any more.	He is no longer constipated.	0	1
dev-1638	Tom's banjo doesn't work any more.	effect	He changed the string and it works again.	Tom's bone is in a state of hyperextension.	0	0
dev-1639	The user of the soap tried to obtain such a  fragrant resin from trees.	cause	The soap I made contained Myrrh.	It was sunny yesterday.	0	0
dev-1640	The doctor prescribed some more delavirdine for him.	cause	The medicine prescribed by the doctor before Tom did not work.	The doctor advised Jack to eat more food containing amino acids.	0	1
dev-1641	The filter-feeding shellfish ate some algae containing toxins.	effect	Yield disadvantage was shown.	Toxins remain concentrated in the shellfish.	1	1
dev-1642	The purpose is to prevent trichinosis.	cause	This factory dares to innovate and uses robots for production.	The doctor said that we should not undercooked and raw pork.	1	0
dev-1643	Officers need to go through professional training before taking up the post.	effect	A sage took the lead in surrendering.	When we come across an emergency, we should call for professional help from officers in time.	1	1
dev-1644	The viper is the most poisonous one.	cause	This species had significant mutations in last century.	There are a lot of various animals in the forest.	1	0
dev-1645	Tom is practicing quadrille for dancing with his girlfriend.	cause	Tom is going to join a party.	Soon there will be an important international dance competition.	0	1
dev-1646	He often eats psyllium.	effect	He has been suffering from diarrhea recently.	He is still healthy.	1	0
dev-1647	Their descendants must be good at adapting to conditions.	cause	The biology teacher said that many creatures have a strong ability to adapt to the environment.	This enthic group has survived for thoudsands of years.	1	0
dev-1648	Tom swallowed the bulb.	effect	He was poisoned by the active components.	Doctor gave him diuretics as cure.	0	0
dev-1649	A child sees a piece of cake on the table.	effect	She tried to sink to yell for it.	Saliva flows out of his mouth.	1	1
dev-1650	The boy curiously followed the flow of the creek.	effect	Suddenly it began to rain.	He found a river finally.	1	1
dev-1651	Materials stored in the factory are of high flammability.	effect	Natural enemies of mite pests are saved.	Anything causing fire is not allowed here.	1	0
dev-1652	Little Emma is four years old.	effect	She can't eat Hamburgs.	The doctor confirms that she does not suffer from autism.	1	0
dev-1653	She ended her days in poverty.	cause	She had dependency on drugs.	The poor lady became our queen.	0	1
dev-1654	Gorge hates the smell of all onions in the onion family.	effect	He dislikes the silicons known as green onions as well.	He dislikes the Scallions known as green onions as well.	1	1
dev-1655	People always like to look at the blue sky and white clouds outside the window.	effect	Suddenly it began to rain.	They always sit in the innermost seat of the plane.	1	1
dev-1656	He was diagnosed with hemias.	cause	Tom feels his stomach aches.	The petechiae on his arm became pimples.	0	1
dev-1657	Tom bought a lot of specialty from Beijing.	effect	They offered quality of product.	Jack drove a car to pick up Tom and the specialty.	1	1
dev-1658	His immune system broke down.	cause	John had HIV virus infection.	Ruhr's doctors found that Ruhr's white blood cells increased, and has leukocytosis.	0	0
dev-1659	He found that they shed half of their exoskeleton each time.	cause	Biologists observed the molting of isopods.	The biologist has been observing rabbits for years.	0	1
dev-1660	His finger has been stained with the cigarette.	cause	Tom hurt his fingernails badly in the car accident.	He has been smoking cigarettes for four years.	1	1
dev-1661	Vibrations of the vocal cords cause sore rubbing of the throat.	cause	Lisa's voice changes a lot per second when she sings.	Speaking requires the vibration of the vocal cords, which are located in the throat.	1	1
dev-1662	Faces of all audience watching the horror were projected on the screen.	effect	They saw their own pale faces.	They saw their own red  faces.	0	0
dev-1663	He perceived misery.	cause	He has a great sense of apperception.	Tom looked at the object representing the pioneers' hardships.	1	1
dev-1664	He lost his orientation.	cause	The little moose was alonein the forest.	The patient's global cerebral functions were affected.	1	1
dev-1665	Lucy was doing a research about the material of the underwears.	effect	She found that all of them contain polypropylene.	Limestone is the last choice.	0	0
dev-1666	There are many mosquitoes around Jack's house.	effect	He always carries fluoxetine with him.	He bought a lot of mosquito repellent.	1	1
dev-1667	The mother feeds the baby milk.	cause	The baby kept crying when he was hungry.	The baby is full.	0	1
dev-1668	The crops grow well.	cause	A farmer uses a lot of fertilizer to grow his crops.	There is a beech in the garden.	0	0
dev-1669	Emotional stress led to his lower body temperature.	effect	He senstively felt the coldness of his extremities.	His parents suspected that he was ill.	0	0
dev-1670	He is very ill.	cause	Tom was infected with anthrax.	Tom has had a bad digestion recently.	0	1
dev-1671	The experimenter selected both kinds of wood.	cause	The experimenter is examining the rays in the wood.	The results of the experiments were demonstrated in the paragraph.	0	0
dev-1672	Jackson wanted to study the creatures of the human family.	effect	He raised some money for the cost.	Jackson's professor recommended him to study hominids.	1	1
dev-1673	No one other than grandma can know the contents of the document.	cause	Grandma and the bank signed a trust agreement.	Doctors are discussring the effective treatment measures of corneal neovascularization.	0	0
dev-1674	Tom has a healthy heart.	effect	He has a good blood circulation in his body.	He quickens his respiration rate.	0	1
dev-1675	Tom's restaurant is not doing well.	effect	He took to the streets to drum up customers.	His manager helped him work it out.	0	0
dev-1676	Chinese will no longer be bullied.	cause	Racism has been removed.	China is getting better and better.	1	1
dev-1677	The whole classroom burst into laughter.	cause	The sound of coughing suddenly appear in the quiet classroom.	The sound of farting suddenly echoes in the quiet classroom.	1	0
dev-1678	In order to make resonance, Tom tries to shake a tub of water with different frequencies.	effect	The water keeps vibrating without his shaking as he tries the same frequency as the water has.	The water stops vibrating immediately even though Tom's shaking frequency corresponds to its own.	0	1
dev-1679	There are many molas in the sea.	effect	They have green appearances.	Molas are easily bitten by other fish.	1	1
dev-1680	The teacher suggested that they choose crinoids.	cause	The researcher put some spirogyras into the brine.	This research needs a sessile animal.	1	1
dev-1681	A few days later, Tom observed the taproot of the grass.	cause	Tom saw the grass germinate.	Tom has buried a lot of unknown seeds in his garden.	0	0
dev-1682	Billy is reading about fat.	effect	His father tells him it is a mass of lymphatic tissue at the back of the throat.	Billy reads about lipids in his reading.	1	1
dev-1683	I compared the faces of a cougar and a cat.	effect	There is something in commen between them.	I thought they have similar faces.	1	1
dev-1684	Jane is a master of Selvage.	effect	The finished lengthwise edges of her fabric works were always wonderful.	He removes the outer hard shells sometimes.	0	0
dev-1685	Tom threw a piece of glass onto the quartz. .	effect	The glass broke into pieces. .	The quartz broke into pieces. .	0	1
dev-1686	The lactating woman took hydrazine.	effect	Her breasts become bigger and bigger.	The baby had related adverse reactions.	1	1
dev-1687	Farmers like autumn.	cause	Harvests make farmers tired.	Harvests make farmers happy.	1	1
dev-1688	There are many tools in front of the tree.	effect	Mammoth is one of them.	Tom recognizes the stick at once.	1	0
dev-1689	This thruse has hurt its wings.	effect	The biggest one weighs several hundred pounds.	It has difficulty in flying.	1	1
dev-1690	Tom is willing to offer help.	effect	He often assists people.	The department accepts his proposal.	0	0
dev-1691	Hellbenders have strong limbs as sea creatures.	effect	They have energy to carry out their own life functions.	They always walk under the sea.	1	1
dev-1692	The lawn has nitrogen inside.	cause	Tom has collected a lot of leaves.	Gardeners offer the lawn enough fertiles.	1	1
dev-1693	Tom saw a lot of pretty birds in the national park.	cause	Tom took a visit to the national park.	Tom is assertive.	0	0
dev-1694	Tom has exploring the secret of the nature.	effect	Sulfur was found.	He found lectins everywhere.	1	1
dev-1695	The two soldiers are very anxious.	effect	There is a great tension between them.	It's easier for the two of them to communicate.	0	0
dev-1696	Recording polarity is very important in John's experiment.	effect	John recorded the the phase of the signal in relation to the string vibration.	He recorded a continuum of energies.	0	0
dev-1697	They had appearances.	cause	This cell had Necrosis.	They were all fleshes.	1	1
dev-1698	John's cheating was discovered by the teacher and his exam was terminated.	cause	John attempted to cheat in the exam.	John hit the teacher before the exam.	0	0
dev-1699	It saves surplus prey.	cause	The fox was hunted by hunters.	Foxes have been hunting well recently.	1	0
dev-1700	I appreciated the works of the artist.	effect	I understood the the objectification of his feeling.	I learned how to apply knowledge from him.	0	0
dev-1701	The bad guy wants to infere the program.	effect	He needs to be certified by the Finance Bureau.	He found some bullies to make destructions to the building.	1	0
dev-1702	The researcher made a nitrification.	cause	The researcher wants to oxidize the ammonia into nitrate.	The researcher put these kinds of amino acid into the water.	0	0
dev-1703	Everyday there are some germs invading our body.	effect	The immunity system defend our body from being ill.	We benefit from producers for bad life quality.	0	0
dev-1704	They all have good jobs now.	cause	The students in this class have graduated long time ago.	People are all happy and rich.	0	1
dev-1705	He was caught for killing endangered species of Australian marsupials.	cause	This group saw another group end.	The Man hunted Bilbies.	1	1
dev-1706	There is a sedge in Tom's garden.	effect	He found the sedge was bending.	Doctor thinks Tom has insomnia.	0	0
dev-1707	The situation in the Middle East is uncertain.	effect	Some experts intend to make some assessments.	People are making efforts to exploit oil reserves.	0	1
dev-1708	Mike lives in a basin.	effect	His distress keeps hime awake during the night.	He is used to the seasonal variability.	1	0
dev-1709	Tom likes to open a new book on the first day of a month.	effect	Tom can finish reading at least one book a month.	He thinks it will help him lose weight.	0	0
dev-1710	Horticulturists plant heaths and eventually make a sea of flowers.	cause	It's time for thrushes to propagate.	There is a lot of acidic soil in this place.	1	1
dev-1711	Programmers detect through flows.	cause	The programmer is detecting the data of object movement.	Water in terrestrial system has runoff.	0	0
dev-1712	The oosperm of a frog is in the egg.	effect	A frog cannot love without water.	A tadpole would first feel the world in the pond.	1	0
dev-1713	They mixed cement with water by pouring it into the pit.	effect	After stirring for a while, the contents of the pit synthesize new substances and harden.	After mixing for a while, water is still water and cement is still cement.	0	1
dev-1714	Tom has symptoms of keratinization.	effect	The doctor advised Tom to add more nutrition.	The doctor suspects that Tom has squamous cell carcinoma.	1	1
dev-1715	Tom used his prizes as evidence.	effect	Tom's pupils became bigger and he could see clearly.	His potential to win another game was demonstrated.	1	1
dev-1716	Harbin Institute of technology is the best school to keep warm in winter in China.	cause	Harbin Institute of technology uniformly installed the building with heat insulation panels.	Harbin Institute of technology bought a lot of air conditioners.	0	0
dev-1717	They will be installed with new facilities.	cause	There are many newsstands in this city.	Many public utilities in this city were very old.	1	1
dev-1718	Pouches can let air in.	cause	Air enters cavities.	Each pouch has a cavity.	0	0
dev-1719	He was infected with virus.	cause	The patient has been injected with the medicine containing immunization.	Insects had contact with his nake wound.	1	1
dev-1720	Inside the house is cooler than outside.	cause	The weather is hot in summer.	The temperature in summer and winter is more extreme.	0	1
dev-1721	I could barely see trees around.	cause	I was doing experiment on a tundra.	The yard was overgrown with weeds.	0	0
dev-1722	The Superconductive material can keep the temperature of the circuit.	cause	The conditions in this place are very good.	Conducting electricity without resistance won't emit a lot heat.	1	1
dev-1723	His encouraging plan had more effectiveness.	cause	The boss wants to develop business.	The leader's effort had positive effect on the staff.	1	1
dev-1724	The plane should not fly in troposphere at last.	cause	The plane should fly by only a few feet above the ground.	The plane needs to fly smoothly.	1	0
dev-1725	He brought his cat to the vet.	effect	He was infected at the first time.	The vet asserted it has panleukopenia.	1	1
dev-1726	The enemy dropped a lethal biological weapon.	effect	People inside faced great inconvenience.	Many people were infected with anthrax.	1	1
dev-1727	Peter was particularly good at cryptanalysis at the military academy.	effect	To some extent, this shows that students have a strong connection with him.	During the exercise, he successfully cracked the other party's cryptosystem.	1	1
dev-1728	His trials always fail.	cause	He likes to do trials.	He doesn't have a method at all.	1	0
dev-1729	Yeasts are prokaryotes.	effect	Yeast has no chromosomes.	They began to find food at night.	0	0
dev-1730	Scientists keep hydrogen peroxide at room temperature.	cause	Scientists need to break down hydrogen peroxide.	Scientists need to keep hydrogen peroxide stable.	1	1
dev-1731	They walked along the stream.	effect	They found lots of fish in it.	They went to ponds.	0	1
dev-1732	There is grass on alpine steppes.	effect	Yaks were fed on alpine steppes.	It is big enough to fill one's hand.	0	0
dev-1733	People believe its good quality.	cause	This brand is dominant.	Tom is good at providing advice.	0	0
dev-1734	The drying time of all paints changed except for latexes.	cause	The Humidity was decreased.	The temperature in summer and winter is more extreme.	0	0
dev-1735	Patients with cancer always have sudden pain.	effect	She becomes despaired.	The doctor will give them some meperidine.	1	1
dev-1736	Nine of them usually have delusions and the other sometimes does.	cause	Ten people in the hospital have schizophrenia.	The police need keen-eyed hunting dogs.	0	0
dev-1737	Tom wants to be refrained from sex.	effect	He write this message down.	He became a monk.	1	1
dev-1738	I hide the way of my life.	cause	I don't want others know I followed Paganism.	My father managed the change of this old bridge for ten years.	0	0
dev-1739	Fertilization was ready to start.	cause	The gametophyte was formed.	The egg was formed.	0	1
dev-1740	He soon suffered from obesity.	cause	He lays on the sofa and watches TV every day.	He eats salad every day.	0	1
dev-1741	Atoms in oxygen molecules have a greater ability to attract electrons to themselves than nitrogen molecules.	effect	They begin to ingnore causes in any aspect for solutions.	Oxygen is more electronegative than nitrogen.	1	1
dev-1742	Dogs only have four legs.	cause	Dogs belong to canids.	Now it is mating season.	0	0
dev-1743	His gum is inflamed.	effect	All the living cells in his body were not functioning properly.	He had the same symptoms.	1	0
dev-1744	The mitochondrion of the leave has been hurt.	effect	There are mildew spots on some leaves.	The leave is withered.	1	1
dev-1745	The manager was greatly irritated by the low salary.	effect	The manager gave him a salary as an award.	He had strong response toward the salary.	1	1
dev-1746	All people in the village died.	cause	Famine happened in the village.	The general killed all villagers there.	1	0
dev-1747	Tom made a lot of short-term investments with the government.	effect	He is employed by the government.	He made a lot of profits.	1	1
dev-1748	The art exhibition was a great success.	cause	Put the surfactant in the solution.	A number of artists are invited to the art exhibition.	1	1
dev-1749	Toby is very interested in the cliffs of Huashan Mountain.	effect	He goes climbing this summer vacation.	He found very high topographic relief.	0	1
dev-1750	Alice got married last year.	effect	She got pregnant last week.	They have a little baby.	0	0
dev-1751	His penis bleeds.	cause	His penis was pierced by a small wooden stick.	He didn't feel the electric current.	0	0
dev-1752	Climates are different in the two places.	effect	There are so many bettles there.	The environments in the two places are also different.	1	1
dev-1753	Balsa is suitable for making a float.	cause	There was a rotten fruit on the ground.	Floats are made of lightweight wood.	1	1
dev-1754	Tom went to the park.	effect	Tom felt more relaxed than before.	Tom got stinged by mosquitoes.	1	1
dev-1755	Mary is a three-year-old baby.	effect	Many of her peers are suffering from tonsillitis.	This kept her from gaining weight easily.	0	0
dev-1756	The virus became inactive.	cause	He added a lot of Bacillus to the soil.	Tom utilized lyophilization to dispose some lethal virus.	1	1
dev-1757	There is profound negative effects.	cause	Smoking will inhale nicotine.	The population of the area is decreasing.	1	0
dev-1758	It began to grow tusks.	cause	The mother elephant in the zoo gave birth.	The female elephant in the zoo is getting old.	1	0
dev-1759	The frail Maria coughs for a long time.	effect	He suffered from long scars.	Her lungs are obviously inflamed.	1	1
dev-1760	He dug up a snapdragon.	effect	He found it had shallow root.	He discovered that it could blossom and bear fruit on its own.	0	0
dev-1761	The researchers conducted cloning experiments.	effect	The researcher observed that the drones mated with the queen.	Some people were responsible for producing genetic copies.	1	1
dev-1762	What he follows is not real libertarianism.	cause	Tom follows ducks.	My father only wants individual liberty but not individual responsibility.	1	1
dev-1763	A cell line is differentiated.	effect	It is different from other cell lines now.	The nuclear of the cell hasn't been divided.	0	0
dev-1764	The tumble caused his dehiscence.	effect	There was a change in his vision.	The previously joined wound separated.	1	0
dev-1765	He bought a big mat.	effect	He applied a design for specific use.	He used it to cover the floor.	1	1
dev-1766	Jerry was in need of a design for his company's logo.	effect	Jerry turned to an enterprises and paid to get a good design.	He puts all the needed elements into the advertisement.	0	0
dev-1767	Their prey can escape the catastrophe at this time.	cause	Loggerheads atre abundant in the sea.	Some animals hibernate in winter.	1	1
dev-1768	I bought fruit for it.	cause	I had a margay.	Air and moisture are essential for plants to grow.	0	0
dev-1769	He wanted some paraffin.	effect	He created a substitution reaction.	He was looking for paraffin in the trash.	0	1
dev-1770	The summary of Tom's paper had a mistake.	effect	He asked Emily to help decide.	Professors picked the mistake up immediately.	1	1
dev-1771	The altimeter malfunctions and fails to measurie atmospheric pressure.	effect	He grows taller than other classmates.	The plane's altitude cannot be determined.	1	1
dev-1772	Steven yearns for the results of the college entrance examination.	effect	She observed them carefully.	Naturally, Steven is always in a state of anxiety.	1	1
dev-1773	Silk has different variations.	cause	The high temperature is changing the solid to liquid.	Tom put sweat, tears and saliva on the silk.	1	1
dev-1774	He thought he can fly even when awake.	cause	Mike became a superman in the film.	Mike became a superman in his dreams.	1	1
